Cod.IBGE,Instituição,UF,Valor
4101101,Prefeitura Municipal de Andirá - PR,PR,141802847.15
3530102,Prefeitura Municipal de Mirandópolis - SP,SP,141733655.04000002
2613602,Prefeitura Municipal de São José do Egito - PE,PE,141527427.21
3302056,Prefeitura Municipal de Italva - RJ,RJ,141466713.24
3535606,Prefeitura Municipal de Paraibuna - SP,SP,141305725.36
4318507,Prefeitura Municipal de São José do Norte - RS,RS,141157340.49
2608750,Prefeitura Municipal de Lagoa Grande - PE,PE,141032256.49
3539202,Prefeitura Municipal de Pirapozinho - SP,SP,140894854.31
2112605,Prefeitura Municipal de Urbano Santos - MA,MA,140884853.65
5105622,Prefeitura Municipal de Mirassol d'Oeste - MT,MT,140858710.34
2409407,Prefeitura Municipal de Pau dos Ferros - RN,RN,140758553.76
2112902,Prefeitura Municipal de Vitória do Mearim - MA,MA,140689093.3
4321709,Prefeitura Municipal de Três Coroas - RS,RS,140343951.29999998
2920502,Prefeitura Municipal de Maracás - BA,BA,140275461.73
3162401,Prefeitura Municipal de São João da Ponte - MG,MG,140084706.82
3505807,Prefeitura Municipal de Bastos - SP,SP,139943750.38
4206702,Prefeitura Municipal de Herval d'Oeste - SC,SC,139793974.04
2704401,Prefeitura Municipal de Major Isidoro - AL,AL,139510284.28
3528007,Prefeitura Municipal de Macatuba - SP,SP,139453587.51
2308302,Prefeitura Municipal de Milagres - CE,CE,139315445.04
1503077,Prefeitura Municipal de Garrafão do Norte - PA,PA,139210131.9
2400703,Prefeitura Municipal de Alto do Rodrigues - RN,RN,139152550.19
2310308,Prefeitura Municipal de Parambu - CE,CE,139010736.6
5004403,Prefeitura Municipal de Inocência - MS,MS,139002063.59
5220207,Prefeitura Municipal de São Miguel do Araguaia - GO,GO,138900754.25
2306108,Prefeitura Municipal de Irauçuba - CE,CE,138744488.53
4320404,Prefeitura Municipal de Serafina Corrêa - RS,RS,138724872.81
2923704,Prefeitura Municipal de Paratinga - BA,BA,138594224.95
2705002,Prefeitura Municipal de Mata Grande - AL,AL,138588589.23000002
5208905,Prefeitura Municipal de Goiás - GO,GO,138552869.81
2900801,Prefeitura Municipal de Alcobaça - BA,BA,138362781.65
2303204,Prefeitura Municipal de Caririaçu - CE,CE,138315991.08
5008008,Prefeitura Municipal de Terenos - MS,MS,138286287.6
1504059,Prefeitura Municipal de Mãe do Rio - PA,PA,138221976.16
4216503,Prefeitura Municipal de São Joaquim - SC,SC,138207377.4
3101102,Prefeitura Municipal de Aimorés - MG,MG,138195808.53
3110509,Prefeitura Municipal de Camanducaia - MG,MG,138193507.05
1504604,Prefeitura Municipal de Mocajuba - PA,PA,138181300.92
2104677,Prefeitura Municipal de Governador Nunes Freire - MA,MA,137969540.02
3553302,Prefeitura Municipal de Tambaú - SP,SP,137894211.74
1600402,Prefeitura Municipal de Mazagão - AP,AP,137609590.78
2615607,Prefeitura Municipal de Trindade - PE,PE,137594481.68
3527603,Prefeitura Municipal de Luís Antônio - SP,SP,137569656.23
3139607,Prefeitura Municipal de Mantena - MG,MG,137443756.91
4113502,Prefeitura Municipal de Loanda - PR,PR,137425233.89
4102901,Prefeitura Municipal de Bituruna - PR,PR,137401010.02
1304104,Prefeitura Municipal de Tapauá - AM,AM,137248802.08
5200134,Prefeitura Municipal de Acreúna - GO,GO,137132180.74
2704104,Prefeitura Municipal de Lagoa da Canoa - AL,AL,137120672.0
2311264,Prefeitura Municipal de Quiterianópolis - CE,CE,136939813.44
2108256,Prefeitura Municipal de Pedro do Rosário - MA,MA,136936283.62
2105005,Prefeitura Municipal de Humberto de Campos - MA,MA,136893129.5
3102407,Prefeitura Municipal de Alvorada de Minas - MG,MG,136767788.6
3203007,Prefeitura Municipal de Iúna - ES,ES,136736859.09
2106904,Prefeitura Municipal de Monção - MA,MA,136734061.64000002
3520426,Prefeitura Municipal de Ilha Comprida - SP,SP,136695351.68
3531407,Prefeitura Municipal de Monte Aprazível - SP,SP,136641345.01
5107305,Prefeitura Municipal de São José do Rio Claro - MT,MT,136603400.57
5213756,Prefeitura Municipal de Montividiu - GO,GO,136477808.08
2613107,Prefeitura Municipal de São Caitano - PE,PE,136470927.65
3506607,Prefeitura Municipal de Biritiba-Mirim - SP,SP,136412044.29
2705101,Prefeitura Municipal de Matriz de Camaragibe - AL,AL,136352788.37
5220603,Prefeitura Municipal de Silvânia - GO,GO,136288031.19
3502705,Prefeitura Municipal de Apiaí - SP,SP,136085404.1
5002308,Prefeitura Municipal de Brasilândia - MS,MS,135987161.79
4106308,Prefeitura Municipal de Corbélia - PR,PR,135980169.33
2705705,Prefeitura Municipal de Olho d'Água das Flores - AL,AL,135403398.98
2932002,Prefeitura Municipal de Uauá - BA,BA,135367694.62
4321303,Prefeitura Municipal de Taquari - RS,RS,135287471.43
3202108,Prefeitura Municipal de Ecoporanga - ES,ES,135003128.51999998
3304128,Prefeitura Municipal de Quatis - RJ,RJ,134965163.26
2709103,Prefeitura Municipal de Taquarana - AL,AL,134954879.18
4305454,Prefeitura Municipal de Cidreira - RS,RS,134941730.4
1303007,Prefeitura Municipal de Nhamundá - AM,AM,134941115.78
2606101,Prefeitura Municipal de Glória do Goitá - PE,PE,134880942.13
2906303,Prefeitura Municipal de Canavieiras - BA,BA,134823486.02
2907301,Prefeitura Municipal de Castro Alves - BA,BA,134807295.2
1100320,Prefeitura Municipal de São Miguel do Guaporé - RO,RO,134763314.3
2929701,Prefeitura Municipal de Sátiro Dias - BA,BA,134600336.3
4309001,Prefeitura Municipal de Giruá - RS,RS,134585366.15
1702208,Prefeitura Municipal de Araguatins - TO,TO,134522258.55
4217501,Prefeitura Municipal de Seara - SC,SC,134498453.52
4126603,Prefeitura Municipal de Siqueira Campos - PR,PR,134477535.95
3511409,Prefeitura Municipal de Cerqueira César - SP,SP,134455684.93
2925758,Prefeitura Municipal de Presidente Tancredo Neves - BA,BA,134299879.19
2805406,Prefeitura Municipal de Poço Redondo - SE,SE,134294145.85
2919157,Prefeitura Municipal de Lapão - BA,BA,134290094.68
5211206,Prefeitura Municipal de Itapuranga - GO,GO,134235718.57999998
2202901,Prefeitura Municipal de Corrente - PI,PI,134162121.41
3300902,Prefeitura Municipal de Cambuci - RJ,RJ,134113127.25
4208104,Prefeitura Municipal de Itaiópolis - SC,SC,134088845.55
2708303,Prefeitura Municipal de São José da Laje - AL,AL,134087285.11999999
2102200,Prefeitura Municipal de Buriti - MA,MA,134035717.73
2929602,Prefeitura Municipal de Sapeaçu - BA,BA,133985992.97
3540804,Prefeitura Municipal de Potirendaba - SP,SP,133901610.45
2921203,Prefeitura Municipal de Miguel Calmon - BA,BA,133654233.83
3521705,Prefeitura Municipal de Itaberá - SP,SP,133607324.03999999
1501907,Prefeitura Municipal de Bujaru - PA,PA,133533340.25999999
3547601,Prefeitura Municipal de Santa Rosa de Viterbo - SP,SP,133505395.49
4106605,Prefeitura Municipal de Cruzeiro do Oeste - PR,PR,133501561.84
2205706,Prefeitura Municipal de Luís Correia - PI,PI,133488279.4
3145000,Prefeitura Municipal de Nova Ponte - MG,MG,133311821.53
2313203,Prefeitura Municipal de Tamboril - CE,CE,133257225.19
3508108,Prefeitura Municipal de Buritama - SP,SP,133252519.65
3171006,Prefeitura Municipal de Vazante - MG,MG,133146012.18
3113206,Prefeitura Municipal de Carandaí - MG,MG,133065897.3
3111606,Prefeitura Municipal de Campos Gerais - MG,MG,133051115.54
2313005,Prefeitura Municipal de Solonópole - CE,CE,133042055.35
2912202,Prefeitura Municipal de Ibicoara - BA,BA,132738882.53
3509403,Prefeitura Municipal de Cajuru - SP,SP,132569143.92999999
4208807,Prefeitura Municipal de Jaguaruna - SC,SC,132532190.11
2616308,Prefeitura Municipal de Vicência - PE,PE,132454535.0
2914505,Prefeitura Municipal de Irará - BA,BA,132438764.42999999
1507706,Prefeitura Municipal de São Sebastião da Boa Vista - PA,PA,132438385.94
2604205,Prefeitura Municipal de Catende - PE,PE,132435732.11000001
3124302,Prefeitura Municipal de Espinosa - MG,MG,132342324.35
2709400,Prefeitura Municipal de Viçosa - AL,AL,132208905.64
2413359,Prefeitura Municipal de Serra do Mel - RN,RN,132122303.42999999
5105507,Prefeitura Municipal de Vila Bela da Santíssima Trindade - MT,MT,132056518.08
4200101,Prefeitura Municipal de Abelardo Luz - SC,SC,131887725.86
2905602,Prefeitura Municipal de Camacan - BA,BA,131847407.87
3531506,Prefeitura Municipal de Monte Azul Paulista - SP,SP,131831004.68
2904902,Prefeitura Municipal de Cachoeira - BA,BA,131738898.4
2307502,Prefeitura Municipal de Lavras da Mangabeira - CE,CE,131068083.07000001
2608107,Prefeitura Municipal de João Alfredo - PE,PE,131032880.69999999
2313104,Prefeitura Municipal de Tabuleiro do Norte - CE,CE,130937189.38
3553955,Prefeitura Municipal de Tarumã - SP,SP,130884110.4
3538907,Prefeitura Municipal de Pirajuí - SP,SP,130642224.80000001
2700706,Prefeitura Municipal de Batalha - AL,AL,130419328.96
1101492,Prefeitura Municipal de São Francisco do Guaporé - RO,RO,130362427.71000001
3202454,Prefeitura Municipal de Ibatiba - ES,ES,130351028.67999999
4217808,Prefeitura Municipal de Taió - SC,SC,130304648.39999999
2614105,Prefeitura Municipal de Sertânia - PE,PE,130228334.69
2703304,Prefeitura Municipal de Inhapi - AL,AL,130212159.3
3523503,Prefeitura Municipal de Itatinga - SP,SP,130168262.58999999
2933000,Prefeitura Municipal de Valente - BA,BA,129956903.06
2804607,Prefeitura Municipal de Nossa Senhora das Dores - SE,SE,129946138.12
4104501,Prefeitura Municipal de Capanema - PR,PR,129902757.03
2906907,Prefeitura Municipal de Caravelas - BA,BA,129779005.52
3526001,Prefeitura Municipal de Junqueirópolis - SP,SP,129301149.50999999
4207106,Prefeitura Municipal de Ilhota - SC,SC,129263667.72
1506583,Prefeitura Municipal de Santa Maria das Barreiras - PA,PA,129065369.33
2927200,Prefeitura Municipal de Ruy Barbosa - BA,BA,129011465.7
2610509,Prefeitura Municipal de Passira - PE,PE,128987787.59
4101200,Prefeitura Municipal de Antonina - PR,PR,128983672.39
2302305,Prefeitura Municipal de Bela Cruz - CE,CE,128861155.19
2908903,Prefeitura Municipal de Coração de Maria - BA,BA,128764929.21
3530201,Prefeitura Municipal de Mirante do Paranapanema - SP,SP,128632186.59
2107407,Prefeitura Municipal de Olho d'Água das Cunhãs - MA,MA,128588267.46000001
2607653,Prefeitura Municipal de Itambé - PE,PE,128379337.78
3521903,Prefeitura Municipal de Itajobi - SP,SP,128283044.37
2305308,Prefeitura Municipal de Ibiapina - CE,CE,128124178.67
2504306,Prefeitura Municipal de Catolé do Rocha - PB,PB,128093154.48
1501105,Prefeitura Municipal de Bagre - PA,PA,128082414.57000001
4111258,Prefeitura Municipal de Itaperuçu - PR,PR,128051058.46000001
4214003,Prefeitura Municipal de Presidente Getúlio - SC,SC,127864099.69000001
3514908,Prefeitura Municipal de Elias Fausto - SP,SP,127651655.33
4301057,Prefeitura Municipal de Arroio do Sal - RS,RS,127596303.4
2600302,Prefeitura Municipal de Agrestina - PE,PE,127537363.53
2600401,Prefeitura Municipal de Água Preta - PE,PE,127295140.22
3520004,Prefeitura Municipal de Igaraçu do Tietê - SP,SP,127288613.83
4211207,Prefeitura Municipal de Morro da Fumaça - SC,SC,127258108.82000001
2928406,Prefeitura Municipal de Santa Rita de Cássia - BA,BA,127243119.33
2307403,Prefeitura Municipal de Jucás - CE,CE,127197249.92
2908101,Prefeitura Municipal de Cocos - BA,BA,127141081.28
5005681,Prefeitura Municipal de Mundo Novo - MS,MS,127001027.42999999
2926400,Prefeitura Municipal de Riacho de Santana - BA,BA,126999099.43
2112233,Prefeitura Municipal de Trizidela do Vale - MA,MA,126974246.42
3539103,Prefeitura Municipal de Pirapora do Bom Jesus - SP,SP,126944178.76
1507458,Prefeitura Municipal de São Geraldo do Araguaia - PA,PA,126884356.44
2503001,Prefeitura Municipal de Caaporã - PB,PB,126818709.81
1200104,Prefeitura Municipal de Brasiléia - AC,AC,126798457.27
2703106,Prefeitura Municipal de Igaci - AL,AL,126581805.32
3155504,Prefeitura Municipal de Rio Paranaíba - MG,MG,126523300.81
4127601,Prefeitura Municipal de Tijucas do Sul - PR,PR,126443303.14
3203130,Prefeitura Municipal de João Neiva - ES,ES,126364339.14
3126703,Prefeitura Municipal de Francisco Sá - MG,MG,126320186.22000001
2102804,Prefeitura Municipal de Carolina - MA,MA,126102693.74
4219002,Prefeitura Municipal de Urussanga - SC,SC,126082430.25
4127205,Prefeitura Municipal de Terra Boa - PR,PR,126061755.27000001
1502509,Prefeitura Municipal de Chaves - PA,PA,126021660.89
3144607,Prefeitura Municipal de Nepomuceno - MG,MG,125992043.9
3147402,Prefeitura Municipal de Paraopeba - MG,MG,125879711.77
3119104,Prefeitura Municipal de Corinto - MG,MG,125754281.03
2917359,Prefeitura Municipal de Jaborandi - BA,BA,125666497.4
5204409,Prefeitura Municipal de Caiapônia - GO,GO,125638668.27
2309458,Prefeitura Municipal de Ocara - CE,CE,125589918.84
2105427,Prefeitura Municipal de Itinga do Maranhão - MA,MA,125537467.81
2909208,Prefeitura Municipal de Coronel João Sá - BA,BA,125387727.27000001
3501301,Prefeitura Municipal de Álvares Machado - SP,SP,125366141.53999999
4301305,Prefeitura Municipal de Arroio Grande - RS,RS,125247675.54
5204300,Prefeitura Municipal de Caçu - GO,GO,125093278.14
4104428,Prefeitura Municipal de Candói - PR,PR,124868173.85
3123601,Prefeitura Municipal de Elói Mendes - MG,MG,124857078.86
2313351,Prefeitura Municipal de Tejuçuoca - CE,CE,124827365.59
5007802,Prefeitura Municipal de Selvíria - MS,MS,124789278.83
3105103,Prefeitura Municipal de Bambuí - MG,MG,124692568.34
3205036,Prefeitura Municipal de Vargem Alta - ES,ES,124523449.76
3155603,Prefeitura Municipal de Rio Pardo de Minas - MG,MG,124482409.82000001
3143401,Prefeitura Municipal de Monte Sião - MG,MG,124431457.28999999
2103703,Prefeitura Municipal de Cururupu - MA,MA,124337513.23
1300409,Prefeitura Municipal de Barcelos - AM,AM,124247173.17999999
2918803,Prefeitura Municipal de Laje - BA,BA,124087109.58
2928208,Prefeitura Municipal de Santana - BA,BA,124027603.94
2926301,Prefeitura Municipal de Riachão do Jacuípe - BA,BA,123957192.24
3127008,Prefeitura Municipal de Fronteira - MG,MG,123866494.71
4304663,Prefeitura Municipal de Capão do Leão - RS,RS,123857745.13999999
2313955,Prefeitura Municipal de Varjota - CE,CE,123560167.93
2304004,Prefeitura Municipal de Coreaú - CE,CE,123475862.05000001
3202207,Prefeitura Municipal de Fundão - ES,ES,123382586.14
1503200,Prefeitura Municipal de Igarapé-Açu - PA,PA,123169454.47
5006275,Prefeitura Municipal de Paraíso das Águas - MS,MS,123155765.63000001
2920700,Prefeitura Municipal de Maraú - BA,BA,123038126.55
4126306,Prefeitura Municipal de Sengés - PR,PR,123016797.42
2603207,Prefeitura Municipal de Caetés - PE,PE,123013912.64999999
4121208,Prefeitura Municipal de Quitandinha - PR,PR,122581264.88
2112456,Prefeitura Municipal de Turilândia - MA,MA,122481481.35
2921104,Prefeitura Municipal de Medeiros Neto - BA,BA,122480787.35
2104305,Prefeitura Municipal de Godofredo Viana - MA,MA,122457443.25
2609709,Prefeitura Municipal de Orobó - PE,PE,122426955.00999999
2911907,Prefeitura Municipal de Iaçu - BA,BA,122401260.27
2906204,Prefeitura Municipal de Canarana - BA,BA,122163764.53
2312007,Prefeitura Municipal de Santana do Acaraú - CE,CE,122158161.53
2205805,Prefeitura Municipal de Luzilândia - PI,PI,122093224.07000001
3301801,Prefeitura Municipal de Engenheiro Paulo de Frontin - RJ,RJ,122081810.75999999
2604502,Prefeitura Municipal de Chã Grande - PE,PE,122075139.57000001
1300029,Prefeitura Municipal de Alvarães - AM,AM,122064943.75999999
4315305,Prefeitura Municipal de Quaraí - RS,RS,122013767.7
3510302,Prefeitura Municipal de Capela do Alto - SP,SP,122012466.9
2607505,Prefeitura Municipal de Itaíba - PE,PE,122005307.7
1100148,Prefeitura Municipal de Nova Brasilândia D'Oeste - RO,RO,121960719.14999999
4101002,Prefeitura Municipal de Ampére - PR,PR,121925793.53
5005806,Prefeitura Municipal de Nioaque - MS,MS,121727988.96
3103751,Prefeitura Municipal de Araporã - MG,MG,121545217.5
4126504,Prefeitura Municipal de Sertanópolis - PR,PR,121387648.59
4204251,Prefeitura Municipal de Cocal do Sul - SC,SC,121379493.23
2102606,Prefeitura Municipal de Cândido Mendes - MA,MA,121362100.97999999
5102686,Prefeitura Municipal de Campos de Júlio - MT,MT,121300282.42999999
2607000,Prefeitura Municipal de Inajá - PE,PE,121277268.58000001
3513603,Prefeitura Municipal de Cunha - SP,SP,121213480.86
2908606,Prefeitura Municipal de Conde - BA,BA,121170132.88000001
3304607,Prefeitura Municipal de Santa Maria Madalena - RJ,RJ,121015964.92999999
1507003,Prefeitura Municipal de Santo Antônio do Tauá - PA,PA,120902891.39
4212205,Prefeitura Municipal de Papanduva - SC,SC,120889342.85
2508307,Prefeitura Municipal de Lagoa Seca - PB,PB,120810337.88000001
3137502,Prefeitura Municipal de Lagoa Formosa - MG,MG,120784072.76
2311504,Prefeitura Municipal de Quixeré - CE,CE,120648714.73
2923803,Prefeitura Municipal de Paripiranga - BA,BA,120629993.30000001
2307106,Prefeitura Municipal de Jardim - CE,CE,120478547.08999999
3147204,Prefeitura Municipal de Paraguaçu - MG,MG,120476247.09
2304350,Prefeitura Municipal de Forquilha - CE,CE,120468315.55
2914406,Prefeitura Municipal de Iraquara - BA,BA,120359542.92
2603702,Prefeitura Municipal de Canhotinho - PE,PE,120283246.01
1504307,Prefeitura Municipal de Maracanã - PA,PA,120216377.43
2925907,Prefeitura Municipal de Quijingue - BA,BA,120099842.84
2106300,Prefeitura Municipal de Magalhães de Almeida - MA,MA,120091334.91
2108009,Prefeitura Municipal de Pastos Bons - MA,MA,120068656.83
2511905,Prefeitura Municipal de Pitimbu - PB,PB,119994005.91999999
5004304,Prefeitura Municipal de Iguatemi - MS,MS,119828345.4
3149903,Prefeitura Municipal de Perdões - MG,MG,119562816.65
2924603,Prefeitura Municipal de Pindobaçu - BA,BA,119513292.8
3203502,Prefeitura Municipal de Montanha - ES,ES,119502253.42
4318101,Prefeitura Municipal de São Francisco de Assis - RS,RS,119175322.92999999
5106299,Prefeitura Municipal de Paranaíta - MT,MT,119150633.65
2303006,Prefeitura Municipal de Caridade - CE,CE,119074874.69
2308609,Prefeitura Municipal de Monsenhor Tabosa - CE,CE,119041141.69
5107008,Prefeitura Municipal de Poxoréu - MT,MT,119014652.43
2910859,Prefeitura Municipal de Filadélfia - BA,BA,118976491.5
1507979,Prefeitura Municipal de Terra Santa - PA,PA,118948347.39
2301307,Prefeitura Municipal de Araripe - CE,CE,118945515.3
3145307,Prefeitura Municipal de Novo Cruzeiro - MG,MG,118910166.2
1400209,Prefeitura Municipal de Caracaraí - RR,RR,118910130.77000001
4116059,Prefeitura Municipal de Missal - PR,PR,118856300.54
2407807,Prefeitura Municipal de Monte Alegre - RN,RN,118791131.85
2605004,Prefeitura Municipal de Cupira - PE,PE,118629525.64
1301803,Prefeitura Municipal de Ipixuna - AM,AM,118622952.97
3203346,Prefeitura Municipal de Marechal Floriano - ES,ES,118609791.94
3501004,Prefeitura Municipal de Altinópolis - SP,SP,118486029.67
2312700,Prefeitura Municipal de Senador Pompeu - CE,CE,118411180.71000001
5102603,Prefeitura Municipal de Campinápolis - MT,MT,118333772.61
2111102,Prefeitura Municipal de São João dos Patos - MA,MA,118300201.01
1508035,Prefeitura Municipal de Tracuateua - PA,PA,118252629.7
2100956,Prefeitura Municipal de Arame - MA,MA,118102116.96
2933505,Prefeitura Municipal de Wenceslau Guimarães - BA,BA,118044011.97
3153400,Prefeitura Municipal de Presidente Olegário - MG,MG,117986361.37
2412500,Prefeitura Municipal de São Miguel - RN,RN,117962027.63
1503044,Prefeitura Municipal de Floresta do Araguaia - PA,PA,117895800.01
3162005,Prefeitura Municipal de São Gonçalo do Sapucaí - MG,MG,117796417.03
3508801,Prefeitura Municipal de Cafelândia - SP,SP,117794528.48
2917300,Prefeitura Municipal de Ituberá - BA,BA,117786289.31
4116703,Prefeitura Municipal de Nova Aurora - PR,PR,117580175.06
2915809,Prefeitura Municipal de Itambé - BA,BA,117544664.49
3203700,Prefeitura Municipal de Muniz Freire - ES,ES,117415962.82000001
2112100,Prefeitura Municipal de Timbiras - MA,MA,117363164.10000001
5003801,Prefeitura Municipal de Fátima do Sul - MS,MS,117107847.03
2918357,Prefeitura Municipal de João Dourado - BA,BA,117063460.61
2609006,Prefeitura Municipal de Macaparana - PE,PE,116974345.83
4316006,Prefeitura Municipal de Rolante - RS,RS,116929673.69000001
1400472,Prefeitura Municipal de Rorainópolis - RR,RR,116928292.09
1500347,Prefeitura Municipal de Água Azul do Norte - PA,PA,116879949.57
2110039,Prefeitura Municipal de Santa Luzia do Paruá - MA,MA,116724249.65
3529906,Prefeitura Municipal de Miracatu - SP,SP,116707198.60000001
2304954,Prefeitura Municipal de Guaiúba - CE,CE,116703078.53999999
4127304,Prefeitura Municipal de Terra Rica - PR,PR,116692147.97999999
1304237,Prefeitura Municipal de Tonantins - AM,AM,116633418.80000001
1301308,Prefeitura Municipal de Codajás - AM,AM,116611417.28999999
2929107,Prefeitura Municipal de São Felipe - BA,BA,116594047.0
2105104,Prefeitura Municipal de Icatu - MA,MA,116589358.45
2925808,Prefeitura Municipal de Queimadas - BA,BA,116542007.27000001
4318408,Prefeitura Municipal de São Jerônimo - RS,RS,116521735.06
4302352,Prefeitura Municipal de Bom Princípio - RS,RS,116496786.91
2922904,Prefeitura Municipal de Nova Soure - BA,BA,116468149.10000001
4127965,Prefeitura Municipal de Turvo - PR,PR,116414501.77000001
5218904,Prefeitura Municipal de Rubiataba - GO,GO,116165085.7
3139508,Prefeitura Municipal de Manhumirim - MG,MG,116048817.59
4217402,Prefeitura Municipal de Schroeder - SC,SC,116019655.13000001
2102705,Prefeitura Municipal de Cantanhede - MA,MA,115881951.22
2614006,Prefeitura Municipal de Serrita - PE,PE,115840678.65
1708205,Prefeitura Municipal de Formoso do Araguaia - TO,TO,115799097.41999999
4111902,Prefeitura Municipal de Jaguapitã - PR,PR,115743254.59
3114204,Prefeitura Municipal de Carmo do Cajuru - MG,MG,115699785.78999999
3534757,Prefeitura Municipal de Ouroeste - SP,SP,115680361.64999999
3151404,Prefeitura Municipal de Pitangui - MG,MG,115560594.74000001
2606606,Prefeitura Municipal de Ibimirim - PE,PE,115538880.63
2700102,Prefeitura Municipal de Água Branca - AL,AL,115518613.08
1501956,Prefeitura Municipal de Cachoeira do Piriá - PA,PA,115331061.42999999
2208304,Prefeitura Municipal de Piracuruca - PI,PI,115180013.00999999
2932507,Prefeitura Municipal de Una - BA,BA,115175908.37
1707009,Prefeitura Municipal de Dianópolis - TO,TO,115008012.03
4210605,Prefeitura Municipal de Massaranduba - SC,SC,114898627.6
2105500,Prefeitura Municipal de João Lisboa - MA,MA,114846211.48
2611309,Prefeitura Municipal de Pombos - PE,PE,114829575.85000001
5215504,Prefeitura Municipal de Ouvidor - GO,GO,114748848.38000001
4300901,Prefeitura Municipal de Aratiba - RS,RS,114741662.01
2806107,Prefeitura Municipal de Rosário do Catete - SE,SE,114727588.36
3537008,Prefeitura Municipal de Pedregulho - SP,SP,114711603.38000001
1200302,Prefeitura Municipal de Feijó - AC,AC,114694884.37
2611903,Prefeitura Municipal de Rio Formoso - PE,PE,114626251.62
2615805,Prefeitura Municipal de Tupanatinga - PE,PE,114578955.65
2701308,Prefeitura Municipal de Cajueiro - AL,AL,114544092.68
5103858,Prefeitura Municipal de Gaúcha do Norte - MT,MT,114435643.43
3114402,Prefeitura Municipal de Carmo do Rio Claro - MG,MG,114400914.7
4126801,Prefeitura Municipal de Tapejara - PR,PR,114235332.52000001
2613206,Prefeitura Municipal de São João - PE,PE,114198528.28
3511607,Prefeitura Municipal de Cesário Lange - SP,SP,114166754.89
2916104,Prefeitura Municipal de Itaparica - BA,BA,114132689.35000001
3154804,Prefeitura Municipal de Rio Acima - MG,MG,114092072.92
1300631,Prefeitura Municipal de Beruri - AM,AM,114045826.86999999
3556800,Prefeitura Municipal de Viradouro - SP,SP,114041274.27
3135803,Prefeitura Municipal de Jequitinhonha - MG,MG,114023063.63
2912707,Prefeitura Municipal de Ibirapitanga - BA,BA,114018830.64
1100940,Prefeitura Municipal de Cujubim - RO,RO,113970019.01
4124400,Prefeitura Municipal de Santo Antônio do Sudoeste - PR,PR,113922338.7
4313060,Prefeitura Municipal de Nova Hartz - RS,RS,113757322.81
2303956,Prefeitura Municipal de Chorozinho - CE,CE,113682126.05000001
2106326,Prefeitura Municipal de Maracaçumé - MA,MA,113625139.16000001
5107941,Prefeitura Municipal de Tabaporã - MT,MT,113570494.47
2302701,Prefeitura Municipal de Campos Sales - CE,CE,113497737.55
2805604,Prefeitura Municipal de Porto da Folha - SE,SE,113424281.97
2614600,Prefeitura Municipal de Tabira - PE,PE,113328767.21000001
4109302,Prefeitura Municipal de Guaraniaçu - PR,PR,113275090.09
3133303,Prefeitura Municipal de Itaobim - MG,MG,113247372.35
2901353,Prefeitura Municipal de Andorinha - BA,BA,113212689.16000001
4301636,Prefeitura Municipal de Balneário Pinhal - RS,RS,113100459.03999999
5104526,Prefeitura Municipal de Ipiranga do Norte - MT,MT,113054926.14
1302553,Prefeitura Municipal de Manaquiri - AM,AM,112990975.01
1100809,Prefeitura Municipal de Candeias do Jamari - RO,RO,112883583.3
3306156,Prefeitura Municipal de Varre-Sai - RJ,RJ,112783650.41
2924306,Prefeitura Municipal de Piatã - BA,BA,112635125.49
1505700,Prefeitura Municipal de Ponta de Pedras - PA,PA,112565732.14999999
3515152,Prefeitura Municipal de Engenheiro Coelho - SP,SP,112494157.23
2109502,Prefeitura Municipal de Riachão - MA,MA,112366850.95
3532405,Prefeitura Municipal de Nazaré Paulista - SP,SP,112333402.05
3148707,Prefeitura Municipal de Pedra Azul - MG,MG,112245670.82
1500958,Prefeitura Municipal de Aurora do Pará - PA,PA,112236268.73
4317806,Prefeitura Municipal de Santo Augusto - RS,RS,112129584.36
2909604,Prefeitura Municipal de Crisópolis - BA,BA,112062284.0
3521309,Prefeitura Municipal de Ipuã - SP,SP,112030792.17
3517901,Prefeitura Municipal de Guaraci - SP,SP,111882960.53
2500304,Prefeitura Municipal de Alagoa Grande - PB,PB,111778975.71
3144003,Prefeitura Municipal de Mutum - MG,MG,111774071.04
2202000,Prefeitura Municipal de Buriti dos Lopes - PI,PI,111669159.41
2108454,Prefeitura Municipal de Peritoró - MA,MA,111618761.49
5106232,Prefeitura Municipal de Nova Olímpia - MT,MT,111470145.25999999
2901106,Prefeitura Municipal de Amélia Rodrigues - BA,BA,111299771.14
2108108,Prefeitura Municipal de Paulo Ramos - MA,MA,111249899.18
5107701,Prefeitura Municipal de Rosário Oeste - MT,MT,111230805.56
2313807,Prefeitura Municipal de Uruburetama - CE,CE,111187019.28
3111101,Prefeitura Municipal de Campina Verde - MG,MG,111155765.37
4206900,Prefeitura Municipal de Ibirama - SC,SC,111074211.68
2906709,Prefeitura Municipal de Cândido Sales - BA,BA,111072526.38999999
3104908,Prefeitura Municipal de Baependi - MG,MG,111049647.38
4304358,Prefeitura Municipal de Candiota - RS,RS,110976608.46
2905008,Prefeitura Municipal de Caculé - BA,BA,110973459.36
2202703,Prefeitura Municipal de Cocal - PI,PI,110960702.53999999
2310852,Prefeitura Municipal de Pindoretama - CE,CE,110956732.53
2201507,Prefeitura Municipal de Batalha - PI,PI,110956323.03
5103700,Prefeitura Municipal de Feliz Natal - MT,MT,110821496.50999999
2604601,Prefeitura Municipal de Condado - PE,PE,110783934.13000001
